"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","평균_문자대상자수","평균_통화대상자수","평균_통화량","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","총대출약정금액","주택담보대출약정금액","신용대출약정금액","자동차대출약정금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","신용카드기관수","체크카드기관수","카드사_최근1년_월평균_이용금액","가맹점합산이용금액","가맹점분류_이용비중1","가맹점분류_이용비중2","가맹점분류_이용비중3","가맹점분류_이용비중4","가맹점분류_이용비중5","가맹점분류_이용비중6","가맹점분류_이용비중7","가맹점분류_이용비중8","가맹점분류_이용비중9","가맹점분류_이용비중10","가맹점분류_이용비중11","가맹점분류_이용비중12","가맹점분류_이용비중13","가맹점분류_이용비중14","가맹점분류_이용비중15","가맹점분류_이용비중16","가맹점분류_이용비중17","가맹점분류_이용비중18","가맹점분류_이용비중19","배달앱_이용금액","제주도지역_이용금액","해외여행_이용금액","마케팅_슈퍼마켓_이용금액","마케팅_편의점_이용금액","마케팅_온라인쇼핑_이용금액","마케팅_소셜커머스_이용금액","온라인_카드사용_금액","온라인_카드사용_건수","오프라인_카드사용_금액","오프라인_카드사용_건수","주중_소비비중","3개월내_승인건수비중1","3개월내_승인건수비중2","3개월내_승인건수비중3","3개월내_승인건수비중4","3개월내_승인건수비중5","12개월내_월별_이용금액_평균","12개월내_월별_이용금액_표준편차","12개월내_월별_이용금액_최대값","12개월내_월별_이용금액_최소값","12개월내_이용금액_비중1","12개월내_이용금액_비중2","12개월내_이용금액_비중3","12개월내_이용금액_비중4","12개월내_이용금액_비중5","12개월내_이용금액_비중6","12개월내_이용금액_비중7","12개월내_이용금액_비중8","12개월내_이용금액_비중9","12개월내_이용금액_비중10","12개월내_이용금액_비중11","12개월내_이용금액_비중12","3개월내_택시_이용건수","3개월내_대중교통_총이용건수","3개월내_대중교통_이용건수1","3개월내_대중교통_이용건수2","3개월내_탑승정류장수","평일_이동_총횟수","휴일_이동_총횟수","평일_총이동거리","평일_이동속도_평균","휴일_총이동거리","휴일_이동속도_평균","택시이용_이동횟수","네비게이션이용_이동횟수","지하철_이동일수"
"양천구",1948,"남",1,1,420,NA,NA,NA,"세대주",0,1,0,0,0,6,28000,57,606620,598500,0,0,0,0,0,1058,1058,0,1026,0,0,0,3,1,1,699000,0.144102178812923,0,0,0,0.170848985725019,0,0,0,0,0,0,0.278437265214125,0,0.111344853493614,0,0,0,0.29526671675432,0,0,0,0,3000,0,0,0,150000,8,474000,10,0.49,0.5,0.17,0.04,0,0,367000,109487.57,372000,208000,0.03,0,0.05,0,0,0.11,0,0.04,0,0,0.19,0.01,0,4,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1955,"남",1,1,440,85,17,420,"세대주",0,0,1,0,0,6,173000,1,105520,89500,0,765333,660000,39500,0,6311,6311,0,3667,1322,0,0,2,0,2,2527000,0.0979827089337176,0,0,0,0.0885878962536023,0.0130835734870317,0,0,0,0.00576368876080692,0,0.532737752161383,0,0.0384438040345821,0.00703170028818444,0,0,0.0661095100864553,0.150259365994236,0,0,0,176000,0,0,0,426000,13,1798000,63,0.79,0.19,0.07,0.34,0.28,0,2054000,1169608.66,5058000,593000,0.03,0.07,0.3,0,0,0.36,0.01,0.09,0,0,0.28,0.03,2,27,0,0,11,62,10,450,44,530,44,84,6,52
"강서구",1989,"남",0,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,47000,17,395540,338290,0,0,0,0,0,4546,4143,403,4064,1165,0,0,1,2,3,3989000,0.0738598931264183,0,0.00834492350486787,0,0.0800087841300051,0.00109801625064051,0.00483127150281824,0,0,0.00226923358465705,0.00600248883683478,0.406266012736989,0.324646804772711,0.00695410292072323,0,0,0,0.0160310372593514,0.0696874313739843,0,0,0,65000,3000,0,132000,3001000,47,3095000,65,0.73,0.22,0.15,0.12,0.17,0.29,2140000,1056651.67,4027000,598000,0.06,0,0.29,0,0,0.13,0.01,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서초구",1954,"남",0,2,910,NA,NA,NA,"세대주",0,1,1,0,0,6,26000,64,616500,620440,0,15071,0,0,0,1855,1831,24,1786,0,0,0,1,2,1,1456000,0.296441431900021,0,0,0.139483160347384,0.150285956365177,0,0,0,0,0.141071806820589,0,0.104744757466638,0,0.0243592459224741,0,0,0.018428299089176,0.125185342088541,0,0,0,0,0,0,0,0,247000,7,1210000,29,0.74,0.04,0.3,0.3,0.15,0,608000,176517.6,758000,182000,0.03,0,0,0,0,0.38,0,0.03,0,0.01,0,0.01,1,16,0,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"은평구",1977,"남",1,0,910,NA,NA,NA,"세대주",0,1,1,0,0,6,28000,57,470050,457360,0,12990,0,13900,0,502,0,502,581,0,0,0,0,1,2,1065000,0.375119731800766,0,0,0,0.261135057471264,0,0,0,0,0,0,0,0,0.00478927203065134,0,0,0.225694444444444,0.133261494252874,0,0,0,2000,51000,18000,0,0,0,0,961000,48,0.76,0.08,0.29,0.11,0.65,0.05,1117000,1320052.28,3476000,194000,0.02,0.01,0,0,0,0.06,0,0,0,0.02,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1976,"남",3,1,910,33,16,170,"세대주",0,1,0,0,0,6,51000,14,1102020,1070000,0,0,0,0,4600,5361,5361,0,4751,0,0,0,4,0,2,4472000,0.291825720679215,0,0.0288271686191918,0.038436224825589,0.0838488877188364,0,0,0,0,0,0.0204027905752271,0.256285375806239,0,0,0,0,0.00671317625378439,0.0917467421350533,0.181913913386863,0,0,0,19000,1000,0,0,1159000,7,3882000,57,0.73,0.14,0.2,0.24,0.2,0.01,3139000,6054442.15,21074000,0,0,0,0.06,0,0,0.04,0,0,0,0,0.09,0,0,2,0,0,1,120,65,6100,46,2900,60,55,87,160
"마포구",1954,"여",1,0,510,43,10,880,"세대주",0,1,1,0,1,6,43000,22,1967900,1639330,0,206700,188000,0,0,3198,3198,0,3499,1199,0,0,1,2,2,3103000,0.129090440608091,0,0,0.0338830198402474,0.252125740788457,0.00721463540324659,0.314996135016748,0,0,0,0,0.0671218758052048,0,0.0743365112084514,0,0,0.0170059263076527,0.104225715021902,0,0,0,0,18000,135000,0,0,1410000,17,2871000,93,0.83,0.26,0.3,0.28,0.08,0,1641000,581015.76,2603000,928000,0.02,0.06,0.02,0,0,0.06,0,0.04,0,0,0.09,0,0,0,0,0,0,12,3,35,23,120,39,5,0,6
"은평구",1953,"남",2,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,32000,44,561720,560730,0,0,0,0,0,145,126,19,133,0,0,0,1,4,1,162000,0,0,0,0,0,0,0,0,0,0,0,0.550481776288228,0,0,0,0,0,0.449518223711772,0,0,0,0,0,0,0,0,112000,4,0,0,1,0.36,0,0,0,0,11000,48375.16,138000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양천구",1977,"남",3,0,910,8,10,52,"세대주",0,0,0,0,0,6,35000,36,714180,376240,0,0,0,0,0,398,398,0,433,0,0,0,5,2,1,394000,0.29312748489699,0,0,0.0342334899571436,0,0,0.00862291526823979,0,0,0,0,0.0802912170186399,0,0.0673826612278618,0,0,0,0,0.516342231631125,0,0,0,0,0,143000,60000,320000,4,290000,9,0.41,0.22,0.11,0.19,0.24,0.22,474000,374722.01,1328000,7000,0.15,0,0.06,0,0,0.04,0,0,0.01,0,0.08,0,0,0,0,0,0,250,50,2400,36,2000,50,46,25,140
"동대문구",1977,"남",4,0,420,100,7,900,"세대주",0,1,1,0,0,6,22800,78,263780,281870,0,182000,175000,0,0,1395,1395,0,696,500,0,0,1,4,1,292000,0.11284046692607,0,0,0.0337687604224569,0.446637020566982,0,0,0,0,0,0,0,0.275291828793774,0,0,0,0,0,0.131461923290717,0,0,0,4000,0,0,0,64000,6,281000,11,0.96,0.05,0.37,0.18,0.47,0,1012000,957353.26,2602000,25000,0.1,0,0.09,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,140,58,6200,43,3200,58,55,1,170
"서초구",1976,"남",1,0,440,NA,NA,NA,"세대주",0,1,1,0,0,6,122970,1,1157550,1151970,0,136830,90000,60000,0,14527,13721,806,10181,600,100,1823,2,5,2,3342000,0.0885722268790165,0,0.0606314613020397,0,0.0324112880692931,0.0913663034367142,0.0123870727391264,0,0,0,0.0230976995436342,0.0302691627083915,0,0.36565148551737,0,0,0,0.0313867933314706,0.264226506472944,0,0,0,0,2000,0,0,72000,6,2699000,65,0.76,0.18,0.23,0.21,0.23,0.06,5189000,8974030.72,36603000,451000,0,0,0.12,0,0,0,0,0,0,0,0.01,0,6,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"송파구",1947,"남",3,0,510,2,1,8,"세대주",0,1,1,0,0,6,41000,24,2042500,1960260,0,100000,40000,0,0,2882,2824,58,2257,0,0,0,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,332000,11,0,0,1,0,1,0,0,0,1086000,815281.14,2865000,69000,0,0,0,0,0,0.07,0,0,0,0,0,0,0,8,0,1,6,9,1,380,41,0,0,6,0,11
"성동구",1950,"남",2,0,910,40,14,77,"세대주",0,0,0,0,0,6,27000,60,597080,603000,0,0,0,0,0,5057,5057,0,3616,0,0,0,5,0,2,1453000,0.145683969027818,0,0,0,0.401108880604149,0,0,0,0,0,0,0,0,0.273205238504923,0,0,0.000764745244240512,0.17923716661887,0,0,0,0,0,34000,0,0,31000,3,1456000,52,0.82,0.08,0.4,0.2,0.2,0,1456000,624516.76,2590000,214000,0,0.01,0,0,0,0.1,0,0.14,0,0,0,0.03,0,8,0,2,6,50,19,950,24,110,16,41,0,34
"송파구",1940,"남",1,0,510,NA,NA,NA,"세대주",0,1,0,0,0,6,34000,39,2057720,2019660,0,0,0,0,0,916,916,0,799,162,0,0,1,0,1,850000,0,0,0,0,0.20414673046252,0,0,0,0,0,0,0.169236221867801,0,0.626617047669679,0,0,0,0,0,0,0,0,25000,0,0,0,161000,5,949000,25,0.73,0.2,0.43,0.06,0.12,0,369000,291769.13,1214000,79000,0.07,0,0,0,0,0,0,0.03,0,0,0.07,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동대문구",1977,"남",2,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,59000,10,792580,573000,0,424682,300000,67000,26400,1743,1743,0,1310,0,0,10,4,1,2,2973000,0.0987788063817215,0,0,0.107248375024621,0.252117392160725,0.0151664368721686,0,0.00974985227496553,0,0,0.0317116407327162,0.369115619460311,0,0.00669686822926925,0,0,0,0.0215678550324995,0.0878471538310026,94000,0,0,0,384000,0,0,1779000,17,2235000,104,0.82,0.2,0.19,0.17,0.36,0,3085000,2846395.87,9798000,642000,0.09,0.03,0.16,0,0,0.05,0,0.08,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동대문구",1972,"남",2,0,440,NA,NA,NA,"세대주",0,1,1,0,0,6,96000,3,761970,573000,0,280000,231000,31900,0,11195,11183,12,5482,7327,150,463,5,3,3,8634000,0.119557861493345,0,0,0.0355289871418904,0.043424317617866,0.00969997744191292,0.0130836905030453,0,0,0,0,0.335325964358222,0.000563952176855403,0.442815249266862,0,0,0,0,0,0,0,0,0,0,0,0,6963000,93,9487000,189,0.79,0.12,0.13,0.13,0.25,0.2,3647000,1940314.79,7164000,852000,0.05,0.04,0,0,0,0.56,0.16,0,0,0,0.14,0,0,392,1,4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"용산구",1952,"남",2,0,420,16,6,45,"세대주",0,0,0,0,0,6,35000,36,290710,274150,0,0,0,0,0,189,149,40,126,0,0,0,4,2,1,169000,0,0,0,0,0.199851319539091,0,0,0,0,0,0,0.800148680460909,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,155000,3,0,0,1,0.3,0,0,0,0,495000,920600.36,3000000,44000,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,1400,80,230,18,26,46,19
"송파구",1951,"남",1,1,420,38,11,200,"세대주",0,1,0,0,0,6,23000,74,1332500,1321750,0,0,0,0,0,2019,2019,0,1959,0,0,0,1,0,2,2119000,0.146121541501976,0,0,0.219614624505929,0.159090909090909,0.144392292490119,0.0230978260869565,0,0,0,0,0.0234683794466403,0,0.220849802371541,0,0,0.000370553359683794,0.0629940711462451,0,0,49000,0,0,0,0,0,149000,6,2140000,44,0.79,0.06,0.48,0.28,0.12,0,1331000,706088.98,3181000,566000,0.13,0,0,0,0,0.05,0,0.06,0,0,0.11,0.02,1,0,0,0,0,45,7,1400,35,160,33,18,0,34
"은평구",1978,"남",2,0,910,NA,NA,NA,"세대주",0,0,1,0,0,6,NA,NA,0,0,0,293400,93400,141000,0,0,0,0,0,0,0,0,0,0,1,1576000,0,0,0,0,0.971640654739246,0,0,0,0,0,0,0,0,0.0283593452607537,0,0,0,0,0,0,0,0,42000,0,0,0,765000,11,847000,25,0.77,0,0,0.21,0.33,0,498000,384573.53,1563000,262000,0.07,0,0,0,0,0.01,0,0,0,0,0.65,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동작구",1948,"남",2,0,510,27,24,100,"세대주",0,1,1,0,1,6,33000,42,1084640,1118160,0,1106300,660000,23000,0,5898,5898,0,7367,0,1000,0,2,0,3,4899000,0.334949422397797,0,0.0162207457951757,0.141497575866403,0.097324474771054,0.0989405638355181,0,0,0,0,0.0099958101394625,0.0782905369007003,0,0.078350392051236,0,0,0,0,0.144430478242653,0,0,0,106000,23000,325000,178000,3114000,64,1590000,43,0.77,0.04,0.3,0.29,0.23,0,2099000,1760619.86,7207000,725000,0.07,0.01,0.09,0,0,0.63,0,0.03,0,0,0.05,0.07,34,21,0,1,8,94,41,2500,32,630,36,43,14,87
"송파구",1947,"남",3,0,510,NA,NA,NA,"세대주",0,1,1,0,0,6,34000,39,1387310,1402300,0,210000,200000,0,0,237,237,0,318,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,146123.26,492000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"영등포구",1980,"여",3,0,510,NA,NA,NA,"세대주",0,1,0,0,0,6,58040,10,980440,993120,0,0,0,0,0,4100,4064,36,4241,400,0,0,2,3,2,2794000,0.0887379826033878,0,0,0.00816419960323516,0.0695101480238059,0,0.0717228750190752,0,0,0,0.0272394323210743,0.289790935449412,0.151152144056157,0.0472302762093698,0,0,0,0,0.246452006714482,126000,0,0,18000,6000,0,0,2898000,27,1836000,164,0.86,0.09,0.15,0.31,0.22,0,1519000,347715.91,1984000,917000,0.05,0,0.13,0,0,0.03,0,0,0,0,0,0.01,0,80,59,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성동구",1976,"남",1,2,420,NA,NA,NA,"세대주",0,1,1,0,0,6,82000,4,3242090,2554820,1,1543088,1698000,25000,0,12018,11922,96,9824,992,0,1884,2,2,11,14098000,0.0480019105238019,0,0,0.0708485909886961,0.0163986626333386,0.0112243273364114,0,0,0,0,0,0.0106670912275115,0.0784906861964655,0.488377646871517,0,0,0,0.093934086928833,0.182056997293425,159000,0,523000,0,85000,370000,47000,31699000,73,14097000,226,0.58,0.31,0.37,0.1,0.19,0.03,23612000,12395423.94,51963000,7814000,0.15,0.01,0.07,0,0,0.16,0,0.03,0,0,0,0.52,30,63,2,18,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강남구",1983,"남",0,1,910,42,17,440,"세대주",0,1,1,0,0,6,47000,17,729920,538210,0,155000,0,191000,0,12585,10735,1850,11275,1495,2000,0,2,1,5,8201000,0.138499527925049,0,0,0.122884741085046,0.279613624809354,0.0335536349771225,0.016994698235166,0,0,0,0.0259278088459583,0.0424867455879149,0.00479337642530322,0.0803253685815963,0.000363134577674486,0,0.00297770353693079,0.032536858159634,0.21904277725325,149000,0,0,147000,27000,597000,82000,3817000,71,5869000,145,0.8,0.19,0.13,0.14,0.26,0.08,4235000,3305359.16,13746000,2038000,0.03,0.02,0.19,0,0,0.22,0,0.06,0,0,0.14,0.01,5,0,0,0,0,100,54,1000,58,1100,46,91,18,30
"강서구",1953,"여",0,2,910,NA,NA,NA,"세대주",0,1,0,0,0,6,31000,47,1290090,1290000,0,0,0,0,0,3971,10,3961,4295,0,0,0,1,3,3,5303000,0.088302752293578,0.122419724770642,0.416857798165138,0.0921014908256881,0.141843463302752,0,0.0299598623853211,0,0,0,0,0.0835005733944954,0,0,0,0,0,0.0091026376146789,0.0159116972477064,0,0,0,532000,0,24000,10000,1683000,45,4279000,43,0.83,0.03,0.73,0,0.27,0,2315000,924478.71,4543000,1209000,0.02,0,0.09,0,0,0.12,0,0,0,0,0,0,5,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서초구",1970,"남",1,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,100000,2,176030,172720,0,47000,0,50000,0,2377,2377,0,2263,0,0,131,3,2,1,1097000,0,0,0.00841968911917098,0.776878238341969,0,0,0,0,0,0,0.0268782383419689,0,0,0.187823834196891,0,0,0,0,0,0,0,0,0,0,0,0,304000,7,1024000,7,0.9,0,0.27,0.25,0.47,0,831000,538605.71,2112000,299000,0.15,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강북구",1977,"남",2,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,51000,14,457640,500000,1,0,0,0,0,2111,587,1524,2200,0,0,0,1,3,1,2323000,0.0344827586206897,0,0,0,0.174055829228243,0,0,0,0,0,0.00290514083617532,0.238221548566376,0,0.0367563471011747,0,0,0,0,0.513578375647341,0,0,0,33000,51000,0,0,337000,4,1330000,74,0.68,0,0.24,0.22,0.26,0,949000,252007.62,1229000,370000,0.02,0.08,0.15,0,0,0.03,0,0,0,0,0.11,0,2,115,54,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"용산구",1976,"여",2,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,50000,15,297850,281870,0,0,0,0,0,4017,3861,156,3841,0,0,0,4,3,3,1929000,0.0104558078745303,0,0,0,0.0289168436529979,0,0.00277732396667211,0,0,0,0,0,0.676850187877798,0.0153569678157164,0,0,0,0,0.265642868812286,0,0,0,0,0,175000,44000,2352000,17,1577000,11,0.9,0.11,0.33,0.05,0.5,0.01,2080000,4180725.77,13064000,0,0.02,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"구로구",1972,"남",1,1,910,NA,NA,NA,"세대주",0,0,0,0,0,6,41000,24,473580,460000,0,0,0,0,0,1981,1925,56,2019,299,550,0,1,3,1,2591000,0.0363868768640818,0,0,0.0347677886663826,0.136599914784832,0,0,0,0,0,0.00349382190029825,0.0293992330634853,0,0.0247976139752876,0,0,0,0.0988495952279506,0.635705155517682,0,0,0,182000,11000,59000,884000,1260000,24,849000,70,0.88,0.16,0.37,0.22,0.24,0.11,556000,105433.61,728000,490000,0.06,0,0.44,0,0,0.39,0,0.03,0,0,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"용산구",1972,"여",2,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,43000,22,455830,345710,0,148560,0,40000,0,8182,7486,696,5612,1858,2000,0,5,3,2,5413000,0.0222711025570525,0,0,0.0332691778938686,0.0607643662359087,0.0679131152048391,0.0228210063238933,0,0,0,0.00879846026945285,0.0181468243057465,0.318944184767666,0,0,0,0,0,0.447071762441573,0,0,0,16000,0,237000,0,1479000,18,6296000,2,0.75,0.04,0.35,0.55,0.08,0.02,2332000,1005947.56,4966000,1158000,0,0,0.07,0,0,0.38,0,0,0,0,0.03,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"영등포구",1975,"남",2,2,910,NA,NA,NA,"세대주",0,0,1,0,0,6,NA,NA,0,0,0,530000,0,45384,0,0,0,0,0,0,0,0,0,0,4,12489000,0.098469387755102,0,0,0.0741253644314869,0.111516034985423,0,0,0,0,0,0.0115889212827988,0.123469387755102,0.039868804664723,0.075,0,0,0.0169096209912536,0.0299562682215743,0.419096209912536,61000,0,0,1098000,7000,0,0,9886000,66,6847000,58,0.84,0.06,0.23,0,0.26,0.15,3356000,7570494.08,20459000,2171000,0.1,0,0.49,0,0,0.05,0,0.03,0,0,0.03,0,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"마포구",1971,"남",1,0,510,NA,NA,NA,"세대주",0,0,1,0,1,6,28250,57,315000,315000,0,16790,0,7000,0,4969,916,4053,5827,539,0,0,1,4,3,2394000,0.00372729417315405,0,0,0.168766218447747,0.199952819061099,0,0,0.0125973106864827,0,0,0.00391601792875678,0.356687898089172,0,0.0184477471101675,0.0120311394196745,0,0,0.219627270582685,0.00424628450106157,0,0,0,253000,206000,0,0,1255000,24,2418000,41,0.7,0.33,0.23,0.23,0.27,0.04,2097000,1530450.62,5940000,409000,0.1,0.12,0.06,0,0,0.23,0,0.09,0,0,0.05,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"마포구",1948,"여",2,0,910,36,7,500,"세대주",0,1,0,0,0,6,23000,74,731000,745000,0,0,0,0,0,3134,3134,0,1410,150,0,0,3,2,2,1494000,0.0536869340232859,0,0,0,0.414618369987063,0,0,0,0,0,0,0.531694695989651,0,0,0,0,0,0,0,0,0,0,120000,3000,0,0,1187000,15,424000,65,0.81,0.11,0.23,0.24,0.28,0,1296000,464469.33,1863000,117000,0.04,0,0,0,0,0.03,0,0.02,0,0,0.51,0,0,0,0,0,0,95,44,3600,71,1000,46,17,0,120
"성북구",1972,"남",0,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,62000,8,520460,527060,0,0,0,0,0,1231,0,1231,1434,0,0,0,0,2,1,1226000,0.620771670190275,0,0,0,0.125924947145877,0,0,0,0,0,0,0.241146934460888,0,0.0121564482029598,0,0,0,0,0,0,0,0,14000,14000,0,0,525000,10,235000,19,0.87,0.06,0.26,0.28,0.21,0,614000,670925.86,2974000,370000,0.02,0,0.03,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양천구",1961,"남",0,0,440,NA,NA,NA,"세대주",0,1,1,0,0,6,115000,2,939280,885440,0,124400,0,126650,0,3713,3647,66,3462,0,0,0,2,3,2,252000,0,0,0,0,0,0,0,0,0,0,0,0.0319399785637728,0,0.968060021436227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222000,5,0.9,0.07,0.32,0.4,0.23,0,1022000,1122255.54,4120000,737000,0,0,0.03,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동작구",1940,"남",2,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,32000,44,671140,608580,0,0,0,0,0,433,433,0,382,0,0,0,1,0,1,454000,0.0380925103823571,0,0,0,0.341758556494343,0,0.0184734354861807,0,0,0,0.00615781182872691,0.110840612917084,0,0.19461549477302,0,0,0,0.290061578118287,0,0,0,0,60000,0,0,0,64000,8,511000,15,0.62,0.1,0.21,0.13,0.3,0.05,169000,156189.35,541000,55000,0.06,0,0.04,0,0,0.06,0,0.02,0,0.05,0,0.13,0,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"도봉구",1979,"남",2,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,37000,32,130110,130070,0,0,0,0,0,1502,1502,0,1114,353,0,0,1,2,1,1092000,0.179523601398601,0,0,0,0,0,0.00666520979020979,0,0,0,0.00136582167832168,0.0302666083916084,0,0,0,0,0,0.235850087412587,0.546328671328671,0,0,0,0,0,0,0,96000,5,283000,18,0.46,0.28,0.22,0.15,0.29,0.05,672000,371050.54,1259000,125000,0.03,0,0.55,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA
"성북구",1946,"남",1,1,510,NA,NA,NA,"세대주",0,1,0,0,1,6,36000,34,956730,965580,0,0,0,0,0,591,591,0,475,0,0,0,2,1,1,459000,0.466939730836747,0,0,0,0.0472010922566803,0,0,0,0,0,0,0.443144138872635,0,0.042715038033938,0,0,0,0,0,0,0,0,5000,0,0,0,5000,1,503000,7,1,0,0.37,0.33,0.23,0,176000,125156.02,409000,69000,0,0,0,0,0,0.14,0,0.01,0,0,0,0,0,6,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동작구",1973,"남",3,0,910,NA,NA,NA,"세대주",0,0,1,0,0,6,47790,17,698800,615850,0,46000,0,50000,0,4957,4957,0,4502,0,0,0,3,1,2,4942000,0.179243542435424,0,0,0.130350553505535,0.0932656826568266,0,0.00378228782287823,0.0113468634686347,0,0,0,0.395664206642066,0.0504612546125461,0.0634686346863469,0,0,0.0003690036900369,0.0720479704797048,0,0,0,0,233000,38000,0,0,802000,10,4374000,167,0.85,0.07,0.27,0.2,0.3,0.02,1537000,347715.91,1897000,1234000,0.08,0.03,0,0,0,0.09,0,0.01,0,0,0.59,0.02,0,67,0,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노원구",1972,"남",3,0,430,NA,NA,NA,"세대주",0,1,0,0,0,6,71000,6,300000,310000,1,0,0,0,0,1488,1107,381,1376,232,0,0,3,1,1,1061000,0.326779887894252,0,0,0.0768844641512591,0.3101313477788,0,0.00761315151008115,0,0,0,0,0,0,0.0484397222454614,0,0,0,0,0.230151426420146,0,0,0,0,8000,0,10000,378000,1,852000,32,0.7,0.13,0.25,0.11,0.48,0,568000,271066.15,965000,201000,0.01,0.01,0.06,0,0,0.3,0,0.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"송파구",1973,"남",2,0,420,42,18,100,"세대주",0,1,1,0,0,6,40000,26,1075000,1001320,0,35800,0,40060,0,1696,1696,0,1396,0,0,0,4,2,1,804000,0.116019357240352,0,0.00992678992430823,0.0807792530090582,0.0993919841171361,0.00384663109566944,0.218513463208835,0,0,0,0.00595607395458494,0,0,0.465566447450056,0,0,0,0,0,0,0,0,8000,0,0,0,18000,1,743000,33,0.77,0.01,0.43,0.38,0.03,0,602000,579832.51,1200000,29000,0.07,0,0.06,0,0,0.05,0,0.14,0,0,0.12,0.04,1,120,37,18,19,100,52,360,39,870,45,140,0,100
"동작구",1946,"남",2,0,510,NA,NA,NA,"세대주",0,0,1,0,0,6,35000,36,143420,143010,0,69000,0,52000,0,482,0,482,639,0,0,0,0,1,1,311000,0.398372591006424,0,0,0,0.11271948608137,0,0,0,0,0,0,0,0,0.19237687366167,0,0,0,0.296531049250535,0,0,0,0,0,0,0,0,0,0,1123000,52,0.3,0.2,0.52,0.07,0.07,0,400000,589445.19,1611000,11000,0.09,0,0,0,0,0.19,0,0.11,0,0,0,0.01,0,6,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
